L,phi,psi,omega,d,theta,rg,re,R
10,-167.0,-121.0,180,-3.55310475065,117.536597039,238.995213085,30.877679054,0.099967779499
10,-167.0,-120.0,180,-3.54838609992,116.680958487,237.871950199,30.8021927849,0.101342484866
10,-167.0,-119.0,180,-3.54352299183,115.826768144,236.723569027,30.7250343394,0.102717190233
10,-167.0,-118.0,180,-3.53851165952,114.974064001,235.549850422,30.6462084043,0.104091895601
10,-167.0,-117.0,180,-3.53334820394,114.122885028,234.350558385,30.5657170313,0.105466600968
10,-167.0,-116.0,180,-3.52802858932,113.273271212,233.125435467,30.4835590391,0.106841306335
10,-167.0,-115.0,180,-3.52254863837,112.425263587,231.874209028,30.399729826,0.108412436766
10,-167.0,-114.0,180,-3.51690402736,111.578904274,230.596581026,30.3142202955,0.109787142133
10,-167.0,-113.0,180,-3.51109028101,110.734236515,229.292235642,30.2270167673,0.111161847501
10,-167.0,-112.0,180,-3.50510276721,109.891304713,227.960832383,30.1381002587,0.112536552868
10,-167.0,-111.0,180,-3.49893669158,109.05015447,226.602008834,30.0474460735,0.113911258235
10,-167.0,-110.0,180,-3.49258709182,108.210832627,225.215379834,29.9550233034,0.115285963602
10,-167.0,-109.0,180,-3.48604883186,107.373387309,223.800539922,29.8607947088,0.116660630387
10,-167.0,-108.0,180,-3.47931659593,106.537867966,222.357061655,29.7647162909,0.118035335754
10,-167.0,-107.0,180,-3.47238488226,105.70432542,220.884497598,29.666736952,0.119410041121
10,-167.0,-106.0,180,-3.46524799675,104.872811909,219.382385918,29.566798619,0.120784746488
10,-167.0,-105.0,180,-3.4579000464,104.043381138,217.850243829,29.4648358397,0.122159451856
10,-167.0,-104.0,180,-3.45033493246,103.216088328,216.287578415,29.3607759141,0.123534157223
10,-167.0,-103.0,180,-3.44254634353,102.390990263,214.693888731,29.2545392552,0.12490886259
10,-167.0,-102.0,180,-3.43452774836,101.568145349,213.068662097,29.1460388557,0.126283567957
10,-167.0,-101.0,180,-3.42627238853,100.747613668,211.411385361,29.0351812867,0.127854698388
10,-167.0,-100.0,180,-3.41777327086,99.9294570288,209.721544484,28.9218664631,0.129229403756
10,-167.0,-99.0,180,-3.40902315973,99.1137390319,207.998630893,28.8059882117,0.130604109123
10,-167.0,-98.0,180,-3.40001456915,98.3005251257,206.242145572,28.6874348621,0.13197881449
10,-167.0,-97.0,180,-3.39073975471,97.4898826699,204.451600816,28.5660894801,0.133353519857
10,-167.0,-96.0,180,-3.38119070535,96.6818809993,202.62652968,28.4418307293,0.134728225225
10,-167.0,-95.0,180,-3.37135913494,95.876591489,200.766485841,28.3145332672,0.136102892009
10,-167.0,-94.0,180,-3.36123647381,95.0740876229,198.871054245,28.1840686351,0.137477597376
10,-167.0,-93.0,180,-3.35081386007,94.2744450629,196.93984992,28.0503059039,0.138852302743
10,-167.0,-92.0,180,-3.34008213089,93.4777417209,194.972527505,27.9131123249,0.140227008111
10,-167.0,-91.0,180,-3.32903181365,92.6840578329,192.968784161,27.7723544243,0.141601713478
10,-167.0,-90.0,180,-3.31765311707,91.893476034,190.928365137,27.6278983751,0.142976418845
10,-167.0,-89.0,180,-3.30593592229,91.1060814371,188.851067024,27.4796112017,0.144351124212
10,-167.0,-88.0,180,-3.29386977394,90.3219617121,186.73674084,27.3273612573,0.14572582958
10,-167.0,-87.0,180,-3.2814438713,89.5412071681,184.585302072,27.1710192971,0.147296960011
10,-167.0,-86.0,180,-3.26864705946,88.7639108372,182.396727527,27.0104590685,0.148671665378
10,-167.0,-85.0,180,-3.2554678207,87.99016856,180.171061384,26.8455580308,0.150046370745
10,-167.0,-84.0,180,-3.24189426595,87.2200790734,177.908420538,26.6761982451,0.151421076112
10,-167.0,-83.0,180,-3.22791412657,86.4537440998,175.608995042,26.5022670009,0.152795781479
10,-167.0,-82.0,180,-3.21351474638,85.6912684389,173.273043775,26.3236568837,0.154170486847
10,-167.0,-81.0,180,-3.19868307411,84.9327600595,170.900917827,26.1402676525,0.155545153631
10,-167.0,-80.0,180,-3.18340565625,84.1783301947,168.493032227,25.9520051887,0.156919858998
10,-167.0,-79.0,180,-3.1676686305,83.4280934369,166.04989419,25.7587829194,0.158294564366
10,-167.0,-78.0,180,-3.15145771981,82.6821678351,163.572082723,25.5605219668,0.159669269733
10,-167.0,-77.0,180,-3.13475822725,81.9406749924,161.060264361,25.3571511518,0.1610439751
10,-167.0,-76.0,180,-3.11755503165,81.2037401651,158.515185907,25.1486078846,0.162418680467
10,-167.0,-75.0,180,-3.09983258432,80.4714923612,155.937675261,24.9348375526,0.163793385835
10,-167.0,-74.0,180,-3.08157490688,79.7440644405,153.328642852,24.7157944104,0.165168091202
10,-167.0,-73.0,180,-3.06276559041,79.0215932138,150.689074198,24.4914405003,0.166739221633
10,-167.0,-72.0,180,-3.04338779601,78.3042195414,148.020041905,24.261747082,0.168113927
10,-167.0,-71.0,180,-3.02342425707,77.5920884317,145.322688221,24.0266930656,0.169488632367
10,-167.0,-70.0,180,-3.00285728335,76.8853491378,142.598236903,23.786265948,0.170863337734
10,-167.0,-69.0,180,-2.98166876712,76.1841552523,139.847984896,23.5404608631,0.172238043102
10,-167.0,-68.0,180,-2.95984019156,75.4886648001,137.073304541,23.2892810906,0.173612748469
10,-167.0,-67.0,180,-2.93735264167,74.7990403283,134.275634884,23.0327366138,0.174987415253
10,-167.0,-66.0,180,-2.91418681802,74.1154489917,131.456489436,22.7708446891,0.176362120621
10,-167.0,-65.0,180,-2.89032305344,73.4380626348,128.617450851,22.5036295799,0.177736825988
10,-167.0,-64.0,180,-2.86574133308,72.7670578684,125.760169486,22.231121376,0.179111531355
10,-167.0,-63.0,180,-2.84042131815,72.1026161394,122.886349816,21.953355651,0.180486236722
10,-167.0,-62.0,180,-2.81434237346,71.444923795,119.997776935,21.670374136,0.181860942089
10,-167.0,-61.0,180,-2.78748359936,70.7941721375,117.096289487,21.3822227971,0.183235647457
10,-167.0,-60.0,180,-2.75982386817,70.1505574708,114.183791569,21.0889528377,0.184610352824
10,-167.0,-59.0,180,-2.73134186554,69.5142811362,111.262243576,20.7906186088,0.186181483255
10,-167.0,-58.0,180,-2.70201613713,68.8855495372,108.333670934,20.4872790412,0.187556188622
10,-167.0,-57.0,180,-2.67182514084,68.2645741503,105.400157088,20.1789960337,0.188930893989
10,-167.0,-56.0,180,-2.64074730499,67.6515715228,102.463843718,19.8658344101,0.190305599357
10,-167.0,-55.0,180,-2.6087610928,67.046763254,99.52693018,19.5478618584,0.191680304724
10,-167.0,-54.0,180,-2.57584507338,66.4503759589,96.5916758075,19.225148847,0.193055010091
10,-167.0,-53.0,180,-2.54197799968,65.8626412138,93.660392721,18.89776708,0.194429676876
10,-167.0,-52.0,180,-2.50713889352,65.2837954797,90.7354564806,18.5657917995,0.195804382243
10,-167.0,-51.0,180,-2.47130713793,64.7140800051,87.8192910924,18.2292991747,0.19717908761
10,-167.0,-50.0,180,-2.4344625771,64.1537407031,84.9143875976,17.8883684278,0.198553792977
10,-167.0,-49.0,180,-2.39658562392,63.6030280032,82.0232755436,17.5430792512,0.199928498344
10,-167.0,-48.0,180,-2.3576573752,63.0621966749,79.1485541801,17.193515655,0.201303203712
10,-167.0,-47.0,180,-2.31765973459,62.5315056224,76.292866979,16.839762394,0.202677909079
10,-167.0,-46.0,180,-2.27657554297,62.0112176468,73.4589096438,16.4819075103,0.204052614446
10,-167.0,-45.0,180,-2.23438871615,61.5015991758,70.6494288659,16.1200422942,0.205623744877
10,-167.0,-44.0,180,-2.19108438956,61.0029199592,67.8672114571,15.754260441,0.206998450244
10,-167.0,-43.0,180,-2.14664906934,60.5154527268,65.1151007967,15.3846610325,0.208373155612
10,-167.0,-42.0,180,-2.10107078924,60.0394728101,62.395971625,15.0113470628,0.209747860979
10,-167.0,-41.0,180,-2.05433927268,59.5752577243,59.7127331538,14.634425991,0.211122566346
10,-167.0,-40.0,180,-2.00644609878,59.1230867109,57.0683349214,14.2540123505,0.212497271713
10,-167.0,-39.0,180,-1.95738487142,58.6832402399,54.4657519863,13.8702275093,0.213871938498
10,-167.0,-38.0,180,-1.90715139002,58.2559994716,51.907978304,13.4832004763,0.215246643865
10,-167.0,-37.0,180,-1.85574382043,57.8416456768,49.3980275294,13.0930698292,0.216621349232
10,-167.0,-36.0,180,-1.80316286445,57.4404596176,46.9389203355,12.6999842205,0.217996054599
10,-167.0,-35.0,180,-1.74941192598,57.0527208878,44.5336823842,12.3041052288,0.219370759967
10,-167.0,-34.0,180,-1.69449727185,56.6787072162,42.185331999,11.905608324,0.220745465334
10,-167.0,-33.0,180,-1.63842818534,56.318693732,39.8968736978,11.504684892,0.222120170701
10,-167.0,-32.0,180,-1.58121710977,55.9729521975,37.6712907008,11.1015456665,0.223494876068
10,-167.0,-31.0,180,-1.52287978018,55.641750209,35.5115314727,10.6964227878,0.225066006499
10,-167.0,-30.0,180,-1.46343534033,55.3253503702,33.4205084607,10.2895750577,0.226440711867
10,-167.0,-29.0,180,-1.40290644276,55.0240094424,31.4010775115,9.88129070735,0.227815417234
10,-167.0,-28.0,180,-1.3413193294,54.7379774755,29.45603692,9.47189494818,0.229190122601
10,-167.0,-27.0,180,-1.27870389025,54.4674969258,27.5881118176,9.06175600755,0.230564827968
10,-167.0,-26.0,180,-1.21509369808,54.2128017661,25.7999454698,8.65129463586,0.231939533336
10,-167.0,-25.0,180,-1.15052601689,53.9741165943,24.0940893088,8.2409957036,0.23331420012
10,-167.0,-24.0,180,-1.08504178233,53.7516557473,22.4729905427,7.83142312312,0.234688905487
10,-167.0,-23.0,180,-1.01868555268,53.5456224277,20.93898855,7.42324061307,0.236063610854
10,-167.0,-22.0,180,-0.951505428952,53.3562078505,19.4942945764,7.01723527149,0.237438316222
10,-167.0,-21.0,180,-0.883552943607,53.1835904168,18.1409917916,6.61435413089,0.238813021589
10,-167.0,-20.0,180,-0.814882917348,53.0279349238,16.8810217637,6.21574851205,0.240187726956
10,-167.0,-19.0,180,-0.745553284267,52.8893918167,15.7161771874,5.82283517022,0.241562432323
10,-167.0,-18.0,180,-0.675624885989,52.7680964918,14.6480943534,5.43737888157,0.242937137691
10,-167.0,-17.0,180,-0.605161236021,52.6641686575,13.6782455304,5.06160108715,0.244508268122
10,-167.0,-16.0,180,-0.534228256043,52.5777117589,12.807933262,4.69832397952,0.245882973489
10,-167.0,-15.0,180,-0.462893986419,52.5088124747,12.0382847613,4.3511535206,0.247257678856
10,-167.0,-14.0,180,-0.391228273661,52.4575402892,11.3702472114,4.02470078855,0.248632384223
10,-167.0,-13.0,180,-0.319302438054,52.4239471468,10.8045846461,3.72481367183,0.250007089591
10,-167.0,-12.0,180,-0.247188925042,52.408067191,10.3418749661,3.45874986035,0.251381794958
10,-167.0,-11.0,180,-0.174960944296,52.4099165924,9.98250880437,3.2351363503,0.252756461742
10,-167.0,-10.0,180,-0.102692100629,52.4294934668,9.72668828154,3.06346973823,0.254131167109
10,-167.0,-9.0,180,-0.0304560211019,52.4667778845,9.57442773001,2.95291485715,0.255505872477
10,-167.0,-8.0,180,0.0416740172859,52.5217319717,9.52555521275,2.91043311831,0.256880577844
10,-167.0,-7.0,180,0.113625454933,52.5943001006,9.57971493309,2.93886584691,0.258255283211
10,-167.0,-6.0,180,0.185326807733,52.6844091689,9.73636992857,3.03601669218,0.259629988578
10,-167.0,-5.0,180,0.256708011872,52.7919689626,9.99480700534,3.19534060981,0.261004693946
10,-167.0,-4.0,180,0.327700751542,52.9168725998,10.3541415378,3.40778106199,0.262379399313
10,-167.0,-3.0,180,0.398238766151,53.0589970502,10.8133233404,3.66371360199,0.263950529744
10,-167.0,-2.0,180,0.468258134031,53.2182037232,11.3711418363,3.95426843161,0.265325235111
10,-167.0,-1.0,180,0.537697530098,53.3943391206,12.0262369082,4.27192739913,0.266699940478
10,-167.0,0.0,180,0.606498455421,53.5872355441,12.7771018056,4.61061235967,0.268074645846
10,-167.0,1.0,180,0.674605437195,53.7967118531,13.6220953237,4.96553193387,0.269449351213
10,-167.0,2.0,180,0.741966198108,54.0225742629,14.5594472325,5.33294676928,0.27082405658
10,-167.0,3.0,180,0.808531794623,54.2646171768,15.5872695942,5.70994241143,0.272198761947
10,-167.0,4.0,180,0.874256724182,54.5226240449,16.7035654151,6.09423787378,0.273573428732
10,-167.0,5.0,180,0.939099001823,54.7963682404,17.9062373993,6.48403275314,0.274948134099
10,-167.0,6.0,180,1.00302020708,55.0856139471,19.1930969011,6.87789211645,0.276322839466
10,-167.0,7.0,180,1.06598550248,55.3901170515,20.5618698397,7.27465874482,0.277697544833
10,-167.0,8.0,180,1.12796362514,55.7096260311,22.0102165567,7.67339076586,0.279072250201
10,-167.0,9.0,180,1.18892685343,56.0438828347,23.5357255498,8.07330931377,0.280446955568
10,-167.0,10.0,180,1.24885095073,56.3926237478,25.1359362279,8.47376556655,0.281821660935
10,-167.0,11.0,180,1.30771508837,56.7555802376,26.8083368335,8.8742102693,0.283196366302
10,-167.0,12.0,180,1.36550175033,57.1324797746,28.5503764863,9.27417431784,0.284767496733
10,-167.0,13.0,180,1.4221966218,57.5230466249,30.3594717058,9.67325155747,0.286142202101
10,-167.0,14.0,180,1.47778846409,57.9270026114,32.2330176406,10.0710876092,0.287516907468
10,-167.0,15.0,180,1.53226897824,58.3440678403,34.1683841769,10.4673677326,0.288891612835
10,-167.0,16.0,180,1.58563265948,58.7739613901,36.1629318249,10.8618112589,0.290266318202
10,-167.0,17.0,180,1.63787664476,59.2164019633,38.2140146432,11.2541644824,0.291641023569
10,-167.0,18.0,180,1.68900055535,59.6711084973,40.3189809842,11.6441953574,0.293015690354
10,-167.0,19.0,180,1.73900633637,60.137800735,42.4751829453,12.0316901368,0.294390395721
10,-167.0,20.0,180,1.78789809494,60.6161997555,44.6799789237,12.4164500572,0.295765101088
10,-167.0,21.0,180,1.83568193856,61.1060284626,46.9307326382,12.7982877634,0.297139806456
10,-167.0,22.0,180,1.88236581501,61.6070120343,49.2248218885,13.1770267621,0.298514511823
10,-167.0,23.0,180,1.92795935502,62.1188783325,51.5596397171,13.5524987521,0.29988921719
10,-167.0,24.0,180,1.97247371875,62.6413582735,53.932599445,13.924542714,0.301263922557
10,-167.0,25.0,180,2.01592144696,63.174186162,56.3411232298,14.2930030665,0.302638627924
10,-167.0,26.0,180,2.0583163175,63.7170999885,58.7826640344,14.657729506,0.304209758356
10,-167.0,27.0,180,2.09967320787,64.269841693,61.2546911219,15.0185765766,0.305584463723
10,-167.0,28.0,180,2.14000796411,64.8321573953,63.7547037573,15.3754033734,0.30695916909
10,-167.0,29.0,180,2.17933727652,65.4037975944,66.2802206856,15.7280721316,0.308333874457
10,-167.0,30.0,180,2.21767856224,65.9845173389,68.8287884842,16.0764493345,0.309708579824
10,-167.0,31.0,180,2.25504985499,66.5740763697,71.397984689,16.4204053759,0.311083285192
10,-167.0,32.0,180,2.29146970192,67.1722392374,73.9854117778,16.7598146281,0.312457951976
10,-167.0,33.0,180,2.3269570675,67.7787753951,76.5887067778,17.0945555435,0.313832657343
10,-167.0,34.0,180,2.36153124437,68.3934592703,79.2055409366,17.4245119031,0.315207362711
10,-167.0,35.0,180,2.39521177112,69.016070315,81.8336167247,17.7495719337,0.316582068078
10,-167.0,36.0,180,2.42801835654,69.6463930389,84.4706728347,18.0696290745,0.317956773445
10,-167.0,37.0,180,2.45997081039,70.2842170238,87.1144895383,18.3845833427,0.319331478812
10,-167.0,38.0,180,2.49108898023,70.9293369236,89.7628938913,18.694341885,0.320706184179
10,-167.0,39.0,180,2.52139269409,71.5815524504,92.4137479954,18.9988176645,0.322080889547
10,-167.0,40.0,180,2.55090170877,72.2406683467,95.0649652595,19.2979320597,0.323652019978
10,-167.0,41.0,180,2.5796356633,72.9064943482,97.7145109511,19.5916149712,0.325026725345
10,-167.0,42.0,180,2.60761403738,73.5788451347,100.360404642,19.8798051508,0.326401430712
10,-167.0,43.0,180,2.63485611446,74.2575402735,103.000719894,20.1624505089,0.327776136079
10,-167.0,44.0,180,2.66138094914,74.9424041542,105.63359363,20.4395092272,0.329150841447
10,-167.0,45.0,180,2.68720733857,75.6332659171,108.257226384,20.7109500517,0.330525546814
10,-167.0,46.0,180,2.71235379762,76.3299593753,110.869890671,20.9767529215,0.331900213598
10,-167.0,47.0,180,2.73683853747,77.0323229324,113.469920429,21.2369083203,0.333274918965
10,-167.0,48.0,180,2.76067944737,77.7401994955,116.055737392,21.4914194996,0.334649624333
10,-167.0,49.0,180,2.78389407935,78.4534363851,118.625833482,21.740300826,0.3360243297
10,-167.0,50.0,180,2.80649963557,79.1718852413,121.178782766,21.9835789827,0.337399035067
10,-167.0,51.0,180,2.8285129581,79.8954019291,123.713247681,22.2212930484,0.338773740434
10,-167.0,52.0,180,2.84995052091,80.623846441,126.227972691,22.4534939018,0.340148445802
10,-167.0,53.0,180,2.87082842392,81.3570827987,128.721798935,22.6802448478,0.341523151169
10,-167.0,54.0,180,2.89116238874,82.094978954,131.193650046,22.9016207065,0.3430942816
10,-167.0,55.0,180,2.91096775614,82.8374066897,133.642545966,23.1177077765,0.344468986967
10,-167.0,56.0,180,2.93025948496,83.5842415198,136.067602655,23.3286038324,0.345843692334
10,-167.0,57.0,180,2.94905215228,84.3353625907,138.468023647,23.5344168074,0.347218397702
10,-167.0,58.0,180,2.96735995477,85.0906525825,140.843111078,23.7352648422,0.348593103069
10,-167.0,59.0,180,2.9851967111,85.8499976114,143.192257642,23.9312755079,0.349967808436
10,-167.0,60.0,180,3.00257586514,86.6132871332,145.514947041,24.1225844925,0.35134247522
10,-167.0,61.0,180,3.0195104901,87.3804138478,147.810751842,24.3093352504,0.352717180588
10,-167.0,62.0,180,3.03601329321,88.1512736053,150.07933259,24.4916779461,0.354091885955
10,-167.0,63.0,180,3.0520966211,88.9257653133,152.320435818,24.6697683947,0.355466591322
10,-167.0,64.0,180,3.0677724656,89.7037908464,154.53388332,24.8437667869,0.356841296689
10,-167.0,65.0,180,3.08305247003,90.485254957,156.71957814,25.0138369871,0.358216002057
10,-167.0,66.0,180,3.09794793579,91.2700651882,158.87749287,25.1801449589,0.359590707424
10,-167.0,67.0,180,3.11246982931,92.0581317882,161.007664409,25.3428576673,0.360965412791
10,-167.0,68.0,180,3.12662878915,92.8493676272,163.110195969,25.5021422123,0.362536543222
10,-167.0,69.0,180,3.14043513335,93.6436881157,165.185242739,25.6581642427,0.363911248589
10,-167.0,70.0,180,3.15389886692,94.4410111253,167.233009432,25.8110868385,0.365285953957
10,-167.0,71.0,180,3.16702968932,95.2412569111,169.253749208,25.9610697705,0.366660659324
10,-167.0,72.0,180,3.17983700218,96.0443480367,171.247747548,26.1082677829,0.368035364691
10,-167.0,73.0,180,3.19232991687,96.8502093001,173.215322383,26.2528299464,0.369410070058
10,-167.0,74.0,180,3.20451726215,97.6587676632,175.156818208,26.3948987716,0.370784736843
10,-167.0,75.0,180,3.2164075918,98.469952182,177.072598936,26.5346090062,0.37215944221
10,-167.0,76.0,180,3.22800919218,99.283693939,178.963036221,26.672086932,0.373534147577
10,-167.0,77.0,180,3.2393300897,100.099925979,180.828514094,26.8074499214,0.374908852944
10,-167.0,78.0,180,3.25037805823,100.918583243,182.669416204,26.9408055167,0.376283558312
10,-167.0,79.0,180,3.26116062642,101.73960251,184.486121356,27.0722511686,0.377658263679
10,-167.0,80.0,180,3.27168508485,102.562922335,186.279001009,27.2018738146,0.379032969046
10,-167.0,81.0,180,3.2819584931,103.388482992,188.048412327,27.3297495812,0.380407674413
10,-167.0,82.0,180,3.29198768671,104.216226417,189.794697769,27.4559439556,0.381978804844
10,-167.0,83.0,180,3.30177928393,105.046096156,191.518175703,27.5805113904,0.383353510212
10,-167.0,84.0,180,3.31133969235,105.878037308,193.219146325,27.7034960235,0.384728215579
10,-167.0,85.0,180,3.32067511543,106.71199648,194.897880962,27.8249313621,0.386102920946
10,-167.0,86.0,180,3.3297915588,107.547921731,196.55462351,27.9448409963,0.387477626313
10,-167.0,87.0,180,3.33869483645,108.385762531,198.189591681,28.0632391457,0.38885233168
10,-167.0,88.0,180,3.34739057674,109.225469709,199.802972876,28.180130982,0.390226998465
10,-167.0,89.0,180,3.35588422823,110.066995412,201.394926864,28.2955136845,0.391601703832
10,-167.0,90.0,180,3.36418106545,110.910293059,202.965582333,28.409376822,0.392976409199
10,-167.0,91.0,180,3.37228619434,111.755317303,204.515042452,28.5217033466,0.394351114567
10,-167.0,92.0,180,3.38020455769,112.602023986,206.043382693,28.6324704308,0.395725819934
10,-167.0,93.0,180,3.38794094035,113.450370104,207.550656295,28.741650679,0.397100525301
10,-167.0,94.0,180,3.39549997427,114.300313765,209.036891201,28.8492124395,0.398475230668
10,-167.0,95.0,180,3.40288614342,115.151814156,210.502098115,28.955121388,0.399849936035
10,-167.0,96.0,180,3.41010378855,116.004831505,211.946269356,29.0593411022,0.401421066467
10,-167.0,97.0,180,3.41715711179,116.859327049,213.36938497,29.1618343439,0.402795771834
10,-167.0,98.0,180,3.42405018113,117.715262999,214.771412271,29.2625634504,0.404170477201
10,-167.0,99.0,180,3.43078693468,118.572602509,216.152310919,29.3614917745,0.405545182568
10,-167.0,100.0,180,3.43737118494,119.431309644,217.512040242,29.4585843636,0.406919887935
10,-167.0,101.0,180,3.44380662276,120.291349351,218.850553369,29.5538084063,0.408294593303
10,-167.0,102.0,180,3.45009682125,121.15268743,220.167807997,29.6471343712,0.409669260087
10,-167.0,103.0,180,3.45624523963,122.015290506,221.46376843,29.73853651,0.411043965454
10,-167.0,104.0,180,3.46225522678,122.879126001,222.738405281,29.8279933571,0.412418670822
10,-167.0,105.0,180,3.46813002482,123.744162109,223.99170235,29.91548836,0.413793376189
10,-167.0,106.0,180,3.4738727725,124.610367768,225.223653251,30.0010099519,0.415168081556
10,-167.0,107.0,180,3.47948650848,125.47771264,226.434270039,30.0845521741,0.416542786923
10,-167.0,108.0,180,3.48497417452,126.346167083,227.623581614,30.1661148085,0.41791749229
10,-167.0,109.0,180,3.49033861851,127.215702131,228.791635388,30.2457034894,0.419292197658
10,-167.0,110.0,180,3.49558259745,128.086289468,229.938499886,30.3233296175,0.420863328089
10,-167.0,111.0,180,3.50070878027,128.957901412,231.064263033,30.3990104017,0.422238033456
10,-167.0,112.0,180,3.50571975062,129.830510888,232.169035723,30.4727687475,0.423612738823
10,-167.0,113.0,180,3.51061800948,130.704091412,233.252948542,30.5446329355,0.42498744419
10,-167.0,114.0,180,3.51540597773,131.57861707,234.316154813,30.61463644,0.426362149558
10,-167.0,115.0,180,3.52008599862,132.454062499,235.358827369,30.6828173977,0.427736854925
10,-167.0,116.0,180,3.52466034013,133.33040287,236.381158318,30.7492183506,0.429111521709
10,-167.0,117.0,180,3.52913119728,134.207613868,237.383360045,30.8138857876,0.430486227077
10,-167.0,118.0,180,3.53350069431,135.085671675,238.365658935,30.8768693361,0.431860932444
10,-167.0,119.0,180,3.53777088682,135.964552955,239.32829942,30.938221683,0.433235637811
10,-167.0,120.0,180,3.54194376381,136.844234837,240.271536193,30.9979975103,0.434610343178
10,-167.0,121.0,180,3.54602124964,137.724694899,241.195636689,31.0562532436,0.435985048545
10,-167.0,122.0,180,3.55000520595,138.605911151,242.100877586,31.1130463058,0.437359753913
10,-167.0,123.0,180,3.55389743347,139.487862025,242.987539391,31.1684345049,0.43873445928
10,-167.0,124.0,180,3.55769967379,140.370526355,243.85590975,31.2224755247,0.440305589711
10,-167.0,125.0,180,3.56141361104,141.253883367,244.706275553,31.275226266,0.441680295078
10,-167.0,126.0,180,3.56504087352,142.137912663,245.538924578,31.3267423721,0.443055000445
10,-167.0,127.0,180,3.56858303527,143.02259421,246.354139548,31.3770775714,0.444429705813
10,-167.0,128.0,180,3.57204161758,143.907908325,247.152200661,31.4262834791,0.44580441118
10,-167.0,129.0,180,3.57541809043,144.793835664,247.933377829,31.4744088397,0.447179116547
10,-167.0,130.0,180,3.5787138739,145.680357209,248.697934206,31.5214993315,0.448553783332
10,-167.0,131.0,180,3.58193033947,146.567454258,249.446118966,31.5675972082,0.449928488699
10,-167.0,132.0,180,3.58506881135,147.455108411,250.178170851,31.6127409878,0.451303194066
10,-167.0,133.0,180,3.58813056768,148.343301561,250.894313784,31.6569652998,0.452677899433
10,-167.0,134.0,180,3.59111684174,149.232015879,251.594756541,31.7003006465,0.4540526048
10,-167.0,135.0,180,3.59402882308,150.121233811,252.279691001,31.7427733229,0.455427310168
10,-167.0,136.0,180,3.59686765859,151.01093806,252.949293441,31.7844054445,0.456802015535
10,-167.0,137.0,180,3.59963445358,151.90111158,253.603721844,31.8252148876,0.458176720902
10,-167.0,138.0,180,3.60233027278,152.791737567,254.243117739,31.8652154159,0.459747851333
10,-167.0,139.0,180,3.60495614127,153.682799444,254.867604252,31.9044166579,0.4611225567
10,-167.0,140.0,180,3.60751304542,154.574280857,255.477287775,31.9428244765,0.462497262068
10,-167.0,141.0,180,3.61000193378,155.466165666,256.072257936,31.9804410585,0.463871967435
10,-167.0,142.0,180,3.61242371792,156.358437932,256.652588366,32.0172651357,0.465246672802
10,-167.0,143.0,180,3.6147792732,157.251081909,257.218337101,32.0532923649,0.466621378169
10,-167.0,144.0,180,3.61706943959,158.14408204,257.76954874,32.0885155731,0.467996044954
10,-167.0,145.0,180,3.61929502237,159.037422943,258.306253213,32.1229250846,0.469370750321
10,-167.0,146.0,180,3.62145679283,159.931089407,258.82846863,32.1565089831,0.470745455688
10,-167.0,147.0,180,3.62355548895,160.825066379,259.336203291,32.1892536896,0.472120161055
10,-167.0,148.0,180,3.62559181602,161.719338961,259.82945444,32.2211440451,0.473494866423
10,-167.0,149.0,180,3.62756644724,162.613892401,260.308212167,32.2521639102,0.47486957179
10,-167.0,150.0,180,3.6294800243,163.508712083,260.772459633,32.2822963559,0.476244277157
10,-167.0,151.0,180,3.63133315791,164.403783523,261.222173555,32.3115240409,0.477618982524
10,-167.0,152.0,180,3.63312642828,165.299092356,261.657327461,32.3398296011,0.479190112955
10,-167.0,153.0,180,3.63486038568,166.194624337,262.077891719,32.36719591,0.480564818323
10,-167.0,154.0,180,3.63653555081,167.090365326,262.483834395,32.3936062969,0.48193952369
10,-167.0,155.0,180,3.63815241526,167.986301286,262.875123159,32.4190449494,0.483314229057
10,-167.0,156.0,180,3.63971144191,168.882418272,263.251726791,32.4434970914,0.484688934424
10,-167.0,157.0,180,3.64121306527,169.778702427,263.613614046,32.4669491099,0.486063639792
10,-167.0,158.0,180,3.64265769187,170.675139977,263.960756865,32.4893888875,0.487438306576
10,-167.0,159.0,180,3.64404570054,171.571717218,264.293129651,32.5108058319,0.488813011943
10,-167.0,160.0,180,3.6453774427,172.468420515,264.610709845,32.5311910186,0.49018771731
10,-167.0,161.0,180,3.64665324267,173.365236292,264.913479382,32.5505373202,0.491562422678
10,-167.0,162.0,180,3.64787339785,174.262151028,265.201423831,32.5688394355,0.492937128045
10,-167.0,163.0,180,3.64903817898,175.159151249,265.474533332,32.5860939125,0.494311833412
10,-167.0,164.0,180,3.65014783032,176.056223522,265.732802407,32.6022991769,0.495686538779
10,-167.0,165.0,180,3.65120256983,176.953354447,265.976230007,32.617455488,0.497061244147
10,-167.0,166.0,180,3.65220258929,177.850530653,266.204819179,32.6315648746,0.498632374578
10,-167.0,167.0,180,3.65314805444,178.747738792,266.41857705,32.6446311336,0.500007079945
10,-167.0,168.0,180,3.65403910507,179.644965527,266.617515019,32.656659674,0.501381785312
10,-167.0,169.0,180,3.65487585509,180.542197535,266.801647213,32.6676574353,0.502756490679
10,-167.0,170.0,180,3.6556583926,181.439421491,266.970990408,32.6776327436,0.504131196047
10,-167.0,171.0,180,3.6563867799,182.336624069,267.125564107,32.6865952148,0.505505901414
10,-167.0,172.0,180,3.65706105349,183.233791932,267.265389115,32.6945555657,0.506880568198
